94	visual:neutral:smooth:r411
90	visual:bright:smooth:r47
88	visual:red:edgy:r58
93	visual:dark:smooth:r129
87	visual:red:edgy:r410
86	visual:neutral:smooth:r26
85	visual:neutral:smooth:r27
83	visual:neutral:smooth:r36
82	visual:red:smooth:r32
68	visual:neutral:smooth:r50
38	visual:neutral:smooth:r10
80	visual:bright:smooth:r14
78	visual:dark:smooth:r35
75	visual:blue:smooth:r22
71	visual:dark:smooth:r33
53	visual:bright:smooth:r42
69	visual:neutral:smooth:r55
84	visual:neutral:smooth:r37
51	visual:red:smooth:r41
54	visual:red:smooth:r53
72	visual:dark:smooth:r31
36	visual:neutral:smooth:r00
67	visual:red:smooth:r44
55	visual:neutral:smooth:r52
65	visual:red:smooth:r43
79	visual:red:smooth:r24
70	visual:red:smooth:r22
58	visual:neutral:smooth:r32
66	visual:dark:smooth:r42
64	visual:red:smooth:r52
57	visual:dark:smooth:r54
46	visual:neutral:smooth:r40
81	visual:bright:smooth:r04
62	visual:neutral:smooth:r35
56	visual:red:smooth:r54
49	visual:red:smooth:r40
2	visual:neutral:smooth:r25
47	visual:red:smooth:r51
43	visual:dark:smooth:r53
76	visual:bright:smooth:r02
44	visual:neutral:smooth:r43
30	visual:neutral:smooth:r11
77	visual:red:smooth:r35
45	visual:neutral:smooth:r42
74	visual:red:smooth:r15
42	visual:dark:smooth:r55
39	visual:bright:smooth:r11
15	visual:bright:smooth:r23
37	visual:neutral:smooth:r20
60	visual:dark:smooth:r24
73	visual:dark:smooth:r52
33	visual:neutral:smooth:r22
59	visual:dark:smooth:r34
24	visual:neutral:smooth:r54
31	visual:dark:smooth:r02
28	visual:neutral:smooth:r13
27	visual:neutral:smooth:r12
89	visual:bright:smooth:r37
35	visual:dark:smooth:r12
48	visual:red:smooth:r50
14	visual:bright:smooth:r03
4	visual:neutral:smooth:r21
25	visual:neutral:smooth:r44
91	visual:bright:smooth:r36
20	visual:red:smooth:r14
92	visual:neutral:edgy:r36
63	visual:red:smooth:r34
19	visual:neutral:smooth:r04
21	visual:dark:smooth:r44
32	visual:neutral:smooth:r01
23	visual:dark:smooth:r45
17	visual:neutral:smooth:r30
16	visual:neutral:smooth:r03
11	visual:dark:smooth:r43
18	visual:dark:smooth:r05
34	visual:red:smooth:r23
13	visual:neutral:smooth:r02
61	visual:neutral:smooth:r34
9	visual:neutral:smooth:r53
52	visual:red:smooth:r42
12	visual:bright:smooth:r12
3	visual:neutral:smooth:r31
10	visual:bright:smooth:r01
6	visual:neutral:smooth:r24
5	visual:neutral:smooth:r05
41	visual:neutral:smooth:r14
22	visual:neutral:smooth:r45
40	visual:bright:smooth:r13
50	visual:neutral:smooth:r51
29	visual:dark:smooth:r03
26	visual:dark:smooth:r04
7	visual:bright:smooth:r22
95	visual:neutral:smooth:r311
8	visual:neutral:smooth:r41
1	visual:neutral:smooth:r23
