visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.904837
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.818731
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.740818
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.67032
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.606531
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.548812
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.496585
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.449329
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.40657
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.367879
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.332871
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.301194
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.272532
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.246597
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.22313
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.201897
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.182684
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.165299
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.149569
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.135335
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.122456
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.110803
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.100259
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.0907179
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.082085
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.0742736
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.0672055
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.818731
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.740818
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.67032
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.606531
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.548812
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.496585
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.449329
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.40657
visual:neutral:smooth:r12,visual:neutral:smooth:r11,EXACT,0.367879
