1	2	0	0.904837
2	3	0	0.904837
1	3	0	0.843454
3	4	0	0.904837
2	4	0	0.818731
1	4	0	0.740818
4	5	0	0.818731
3	5	0	1.47004
2	5	0	0.67032
1	5	0	0.853128
5	6	0	1.72357
4	6	0	1.41114
3	6	0	1.27685
2	6	0	1.15534
1	6	0	1.78622
6	7	0	2.66948
5	7	0	1.96612
4	7	0	0.939402
3	7	0	0.860058
2	7	0	0.769117
1	7	0	1.18176
7	8	0	1.0051
6	8	0	1.70912
5	8	0	0.752405
4	8	0	0.548812
3	8	0	1.31532
2	8	0	0.449329
1	8	0	0.537615
8	9	0	13.4054
7	9	0	2.14427
6	9	0	2.68799
5	9	0	1.56191
4	9	0	0.945914
3	9	0	0.855899
2	9	0	0.774449
1	9	0	0.801009
9	10	0	1.72357
8	10	0	0.740818
7	10	0	0.781123
6	10	0	1.15534
5	10	0	0.496585
4	10	0	0.40657
3	10	0	0.367879
2	10	0	0.332871
1	10	0	0.325918
10	11	0	0.904837
9	11	0	1.60085
8	11	0	0.819889
7	11	0	1.25776
6	11	0	1.0454
5	11	0	0.449329
4	11	0	0.367879
3	11	0	0.332871
2	11	0	0.301194
1	11	0	1.01335
11	7	0	1.17737
10	7	0	0.818731
9	7	0	1.70759
8	7	0	1.88872
7	12	0	4.6939
11	12	0	0.818731
10	12	0	2.26675
9	12	0	1.36001
8	12	0	0.873392
6	12	0	0.855899
5	12	0	0.399092
4	12	0	0.301194
3	12	0	0.301096
2	12	0	0.246597
1	12	0	0.497211
12	13	0	7.78512
7	13	0	2.28326
11	13	0	0.740818
10	13	0	1.7812
9	13	0	1.15534
8	13	0	0.496585
6	13	0	0.774449
5	13	0	0.332871
4	13	0	0.272532
3	13	0	0.246597
2	13	0	0.22313
1	13	0	0.467361
13	14	0	1.64566
12	14	0	1.48905
7	14	0	2.12016
11	14	0	1.21913
10	14	0	1.10312
9	14	0	1.9685
8	14	0	1.15008
6	14	0	1.27448
5	14	0	0.575115
4	14	0	0.448493
3	14	0	0.678346
2	14	0	0.367195
1	14	0	0.332252
14	15	0	0.904837
13	15	0	1.39076
12	15	0	1.19545
7	15	0	1.06053
11	15	0	0.606531
10	15	0	0.63953
9	15	0	0.945914
8	15	0	0.40657
6	15	0	0.634065
5	15	0	0.272532
4	15	0	0.22313
3	15	0	0.201897
2	15	0	0.182684
1	15	0	0.512104
15	14	0	0.904837
14	16	0	1.64566
15	16	0	0.818731
13	16	0	0.67032
12	16	0	0.606531
7	16	0	1.75484
11	16	0	0.496585
10	16	0	0.449329
9	16	0	0.959526
8	16	0	1.12249
6	16	0	0.519129
5	16	0	0.22313
4	16	0	0.182684
3	16	0	0.165299
2	16	0	0.149569
1	16	0	0.135335
16	17	0	1.98173
14	17	0	2.15812
15	17	0	1.07369
13	17	0	0.879062
12	17	0	0.795409
7	17	0	1.77626
11	17	0	0.666221
10	17	0	0.589253
9	17	0	1.25048
8	17	0	1.48313
6	17	0	0.680789
5	17	0	4.50499
4	17	0	0.239572
3	17	0	1.9034
2	17	0	0.196145
1	17	0	0.188589
17	18	0	1.37876
16	18	0	0.900816
14	18	0	1.34735
15	18	0	0.853004
13	18	0	1.97407
12	18	0	1.02442
7	18	0	1.15863
11	18	0	0.774449
10	18	0	0.367879
9	18	0	0.634065
8	18	0	0.327555
6	18	0	0.425027
5	18	0	0.540734
4	18	0	0.149569
3	18	0	0.346583
2	18	0	0.122456
1	18	0	0.446691
18	19	0	3.15302
17	19	0	4.19057
16	19	0	2.56648
14	19	0	4.96436
15	19	0	2.10126
13	19	0	1.72036
12	19	0	1.55665
7	19	0	2.20625
11	19	0	1.27448
10	19	0	1.15319
9	19	0	2.0374
8	19	0	1.1009
6	19	0	1.33233
5	19	0	2.75898
4	19	0	0.468854
3	19	0	0.798936
2	19	0	0.383865
1	19	0	0.347335
19	20	0	3.13471
18	20	0	1.4393
17	20	0	0.616017
16	20	0	0.541635
14	20	0	0.817208
15	20	0	1.27044
13	20	0	3.93857
12	20	0	2.43077
7	20	0	1.34953
11	20	0	0.448493
10	20	0	0.794955
9	20	0	0.38458
8	20	0	0.195496
6	20	0	0.257792
5	20	0	0.717334
4	20	0	0.090718
3	20	0	0.082085
2	20	0	0.0742736
1	20	0	0.216774
20	21	0	5.48792
19	21	0	12.9298
18	21	0	2.51405
17	21	0	6.19649
16	21	0	2.04828
14	21	0	3.37077
15	21	0	2.15142
13	21	0	2.40618
12	21	0	2.55488
7	21	0	1.74105
11	21	0	1.01715
10	21	0	0.963392
9	21	0	3.10248
8	21	0	7.89651
6	21	0	1.06332
5	21	0	0.457034
4	21	0	0.374187
3	21	0	0.338579
2	21	0	0.306359
1	21	0	0.277205
21	17	0	1.47288
20	17	0	0.893004
19	17	0	3.38521
18	17	0	0.537347
21	22	0	5.72987
17	22	0	1.47527
20	22	0	1.78735
19	22	0	2.47395
18	22	0	1.02647
16	22	0	0.436878
14	22	0	0.644952
15	22	0	0.320871
13	22	0	0.262707
12	22	0	0.337779
7	22	0	1.2038
11	22	0	0.396139
10	22	0	0.176097
9	22	0	1.79257
8	22	0	0.160597
6	22	0	0.203453
5	22	0	0.69285
4	22	0	0.0715959
3	22	0	0.412765
2	22	0	0.0586178
1	22	0	0.20233
22	21	0	4.70571
21	23	0	11.9581
22	23	0	2.65068
17	23	0	2.0506
20	23	0	1.15839
19	23	0	3.63121
18	23	0	0.702599
16	23	0	0.57524
14	23	0	0.946646
15	23	0	0.470966
13	23	0	0.385595
12	23	0	0.3489
7	23	0	0.488957
11	23	0	0.285656
10	23	0	0.258472
9	23	0	0.445494
8	23	0	0.191481
6	23	0	0.298623
5	23	0	0.128353
4	23	0	0.105087
3	23	0	0.0950865
2	23	0	0.0860378
1	23	0	0.0687549
23	21	0	7.03434
23	22	0	1.83444
23	24	0	2.03327
21	24	0	5.22049
22	24	0	1.14424
17	24	0	1.12161
20	24	0	0.189662
19	24	0	0.383865
18	24	0	0.111157
16	24	0	0.0608101
14	24	0	0.100072
15	24	0	0.0497871
13	24	0	0.0407622
12	24	0	0.0368832
7	24	0	0.101476
11	24	0	0.0437659
10	24	0	0.0273237
9	24	0	4.45653
8	24	0	4.21392
6	24	0	0.0315683
5	24	0	0.0543308
4	24	0	0.011109
3	24	0	0.416622
24	3	0	0.889272
23	3	0	1.79903
21	3	0	3.18354
22	3	0	1.8873
17	3	0	1.01538
20	3	0	0.270109
19	3	0	1.23339
18	3	0	0.154289
16	3	0	0.0520472
14	3	0	0.0856519
15	3	0	0.0426127
13	3	0	0.0348883
12	3	0	0.0481409
7	3	0	0.166016
11	3	0	0.0592192
10	3	0	0.0233863
9	3	0	0.27781
1	3	1	0.9
2	3	1	0.9
4	3	1	0.9
5	3	1	0.9
6	3	1	1.5
24	22	0	0.0742736
1	22	1	0.3
2	22	1	0.3
3	22	1	0.3
4	22	1	0.3
5	22	1	0.3
6	22	1	0.6
7	22	1	0.6
8	22	1	7.5
9	22	1	1.8
10	22	1	0.3
11	22	1	0.3
12	22	1	0.3
13	22	1	0.3
14	22	1	0.6
15	22	1	0.3
16	22	1	0.3
17	22	1	0.3
18	22	1	0.3
19	22	1	0.6
22	25	0	0.963455
3	25	0	0.314867
24	25	0	1.73519
23	25	0	0.136647
21	25	0	0.326588
17	25	0	0.0650751
1	25	1	0.3
2	25	1	0.3
3	25	1	0.3
4	25	1	0.3
5	25	1	0.3
6	25	1	0.6
7	25	1	0.6
8	25	1	5.7
9	25	1	1.5
10	25	1	0.3
11	25	1	0.3
12	25	1	0.3
13	25	1	0.3
14	25	1	0.6
15	25	1	0.3
16	25	1	0.3
17	25	1	0.3
18	25	1	0.3
19	25	1	0.9
25	5	0	2.32603
22	5	0	2.22224
24	5	0	0.205313
23	5	0	0.316471
21	5	0	0.549598
1	5	1	0.9
2	5	1	0.9
3	5	1	0.9
4	5	1	0.9
6	5	1	1.8
7	5	1	1.8
8	5	1	4.5
9	5	1	2.1
10	5	1	0.9
11	5	1	0.9
12	5	1	0.9
13	5	1	0.9
14	5	1	1.8
15	5	1	0.9
16	5	1	0.9
17	5	1	1.2
18	5	1	0.9
19	5	1	3.6
5	26	0	0.927208
25	26	0	0.86378
22	26	0	0.938101
3	26	0	0.480922
24	26	0	0.603835
23	26	0	0.111877
21	26	0	0.182406
1	26	1	1.8
2	26	1	0.3
3	26	1	0.3
4	26	1	0.3
5	26	1	0.3
6	26	1	0.6
7	26	1	2.1
8	26	1	0.6
9	26	1	1.2
10	26	1	0.3
11	26	1	0.3
12	26	1	3.3
13	26	1	0.3
14	26	1	0.6
15	26	1	0.6
16	26	1	0.6
17	26	1	0.6
18	26	1	0.3
19	26	1	1.2
20	26	1	0.3
26	5	0	1.72357
20	5	1	0.6
21	5	1	0.6
26	17	0	1.28963
25	17	0	1.2373
22	17	0	1.30358
24	17	0	0.601286
23	17	0	0.13605
1	17	1	0.6
2	17	1	0.6
3	17	1	0.6
4	17	1	0.6
5	17	1	0.6
6	17	1	1.2
7	17	1	1.8
8	17	1	3.6
9	17	1	1.8
10	17	1	0.6
11	17	1	0.6
12	17	1	0.6
13	17	1	0.6
14	17	1	1.2
15	17	1	0.6
16	17	1	0.9
18	17	1	0.6
19	17	1	2.4
20	17	1	0.6
21	17	1	2.4
26	19	0	1.57516
25	19	0	0.589574
22	19	0	0.656392
24	19	0	0.533468
23	19	0	0.0749934
21	19	0	0.0982075
1	19	1	0.6
2	19	1	0.3
3	19	1	0.3
4	19	1	0.3
5	19	1	0.3
6	19	1	0.6
7	19	1	1.2
8	19	1	0.6
9	19	1	1.2
10	19	1	0.3
11	19	1	0.6
12	19	1	0.6
13	19	1	0.3
14	19	1	0.6
15	19	1	0.3
16	19	1	0.6
17	19	1	0.9
18	19	1	0.3
20	19	1	0.3
21	19	1	1.5
5	3	0	2.06021
26	3	0	0.606531
25	3	0	0.698482
7	3	1	0.9
8	3	1	3.3
9	3	1	1.2
10	3	1	0.3
11	3	1	0.3
12	3	1	0.3
13	3	1	0.3
14	3	1	0.6
15	3	1	0.3
16	3	1	0.3
17	3	1	0.6
18	3	1	0.3
19	3	1	1.2
20	3	1	0.3
21	3	1	1.5
22	3	1	0.3
22	17	1	0.3
17	27	0	4.47432
3	27	0	2.67196
19	27	0	2.10434
5	27	0	4.55816
26	27	0	6.71672
25	27	0	1.15488
22	27	0	1.08446
24	27	0	0.058892
23	27	0	0.076674
21	27	0	0.950769
1	27	1	6.3
2	27	1	1.2
3	27	1	1.8
4	27	1	1.8
5	27	1	3
6	27	1	4.2
7	27	1	7.5
8	27	1	2.1
9	27	1	4.2
10	27	1	2.1
11	27	1	2.1
12	27	1	13.8
13	27	1	2.4
14	27	1	4.2
15	27	1	3.9
16	27	1	2.1
17	27	1	4.8
18	27	1	2.4
19	27	1	8.7
20	27	1	2.1
21	27	1	15.3
22	27	1	3.3
23	27	1	6.3
27	28	0	5.75087
17	28	0	2.72915
3	28	0	0.810319
19	28	0	0.634065
5	28	0	1.37344
26	28	0	0.792906
25	28	0	0.896913
22	28	0	0.314867
24	28	0	3.23237
23	28	0	0.0211608
21	28	0	2.24318
1	28	1	1.2
2	28	1	0.6
3	28	1	0.6
4	28	1	0.6
5	28	1	0.6
6	28	1	1.2
7	28	1	1.8
8	28	1	12
9	28	1	1.2
10	28	1	0.6
11	28	1	0.6
12	28	1	3.3
13	28	1	0.6
14	28	1	1.2
15	28	1	0.6
16	28	1	0.6
17	28	1	1.2
18	28	1	0.9
19	28	1	2.4
